epoch,train_loss,valid_loss,error_rate,time
0,1.385728120803833,0.44363531470298767,0.16287878155708313,00:01
epoch,train_loss,valid_loss,error_rate,time
0,0.5894137620925903,0.23789575695991516,0.0833333358168602,00:00
epoch,train_loss,valid_loss,error_rate,time
0,0.0903453528881073,0.16364461183547974,0.05681818351149559,00:00
epoch,train_loss,valid_loss,error_rate,time
0,0.10229827463626862,0.27061501145362854,0.09469696879386902,00:00
epoch,train_loss,valid_loss,error_rate,time
0,0.2587725818157196,0.14798635244369507,0.05303030461072922,00:01
epoch,train_loss,valid_loss,error_rate,time
0,0.2488296926021576,0.14696736633777618,0.049242425709962845,00:00
epoch,train_loss,valid_loss,error_rate,time
0,0.008957729674875736,0.0009337482624687254,0.0,00:00
epoch,train_loss,valid_loss,error_rate,time
0,0.0031031882390379906,0.0006581744528375566,0.0,00:00
1,0.0025136058684438467,0.0003265805426053703,0.0,00:00
2,0.005583335645496845,0.0004290711076464504,0.0,00:00
3,0.008724771440029144,0.0003301120304968208,0.0,00:00
4,0.010084331966936588,0.00046510755782946944,0.0,00:00
5,0.012534416280686855,0.0008055404177866876,0.0,00:00
6,0.009312554262578487,0.00041811581468209624,0.0,00:00
7,0.007491992320865393,0.0004926175461150706,0.0,00:00
8,0.00598417641595006,0.00042073067743331194,0.0,00:00
9,0.0045955185778439045,0.000582991517148912,0.0,00:00
10,0.0035950341261923313,0.0006514319102279842,0.0,00:00
11,0.0030334738548845053,0.0004976599011570215,0.0,00:00
12,0.002748378086835146,0.0005915026995353401,0.0,00:00
13,0.007191936019808054,0.0003986361843999475,0.0,00:00
14,0.00783634651452303,0.0006436242838390172,0.0,00:00
15,0.00711730495095253,0.0005157630075700581,0.0,00:00
16,0.0070176925510168076,0.0006701247184537351,0.0,00:00
17,0.008654472418129444,0.000497118104249239,0.0,00:00
18,0.013814020901918411,0.0004787343495991081,0.0,00:00
19,0.013251887634396553,0.0006323624984361231,0.0,00:00
epoch,train_loss,valid_loss,error_rate,time
0,0.0007781030726619065,0.000639965757727623,0.0,00:01
epoch,train_loss,valid_loss,error_rate,time
0,0.0014095330843701959,0.0002976022951770574,0.0,00:00
1,0.004125302191823721,0.00032249014475382864,0.0,00:00
epoch,train_loss,valid_loss,error_rate,time
0,21.037086486816406,21.299638748168945,1.0,00:01
epoch,train_loss,valid_loss,error_rate,time
0,21.10938835144043,20.987777709960938,1.0,00:00
1,21.01996612548828,20.991025924682617,1.0,00:00
epoch,train_loss,valid_loss,error_rate,time
0,1.3446046113967896,0.48817697167396545,0.14393939077854156,00:00
epoch,train_loss,valid_loss,error_rate,time
0,0.661127507686615,0.28996792435646057,0.09090909361839294,00:00
1,0.5272737145423889,0.17782868444919586,0.04545454680919647,00:00
2,0.41906094551086426,0.11371348798274994,0.03787878900766373,00:00
3,0.33220982551574707,0.06910441070795059,0.022727273404598236,00:00
4,0.2679995000362396,0.07612632215023041,0.034090910106897354,00:00
5,0.21537348628044128,0.05623137205839157,0.018939394503831863,00:00
6,0.16975775361061096,0.04274129495024681,0.01515151560306549,00:00
7,0.13863907754421234,0.04854391887784004,0.01515151560306549,00:00
8,0.11108614504337311,0.03580590337514877,0.007575757801532745,00:00
9,0.09094779193401337,0.026239892467856407,0.007575757801532745,00:00
10,0.07780414074659348,0.012800440192222595,0.007575757801532745,00:00
11,0.06934119760990143,0.012722746469080448,0.0037878789007663727,00:00
12,0.06209990009665489,0.014076274819672108,0.0037878789007663727,00:00
13,0.05434539169073105,0.013307930901646614,0.0037878789007663727,00:00
14,0.04731091484427452,0.018041301518678665,0.0037878789007663727,00:00
15,0.04025930166244507,0.014751737006008625,0.0037878789007663727,00:00
16,0.03594997152686119,0.013451945036649704,0.0037878789007663727,00:00
17,0.03152599185705185,0.015227306634187698,0.0037878789007663727,00:00
18,0.027122722938656807,0.016605520620942116,0.0037878789007663727,00:00
19,0.02228372171521187,0.016899341717362404,0.0037878789007663727,00:00
epoch,train_loss,valid_loss,error_rate,time
0,0.02197573333978653,0.015020951628684998,0.0037878789007663727,00:00
epoch,train_loss,valid_loss,error_rate,time
0,0.032581597566604614,0.014759698882699013,0.0037878789007663727,00:00
1,0.027015283703804016,0.011204427108168602,0.0037878789007663727,00:00
